time,mag,mag.error,phase
3634.69684,16.91,0.012,0.755888029556579
3634.73142,16.911,0.013,0.756370914013061
3634.77126,16.91,0.012,0.756927250529725
3636.7141,17.018,0.015,0.784057592849925
3637.64555,17.105,0.016,0.797064612138261
3637.66794,17.123,0.015,0.79737727214348
3637.6903,17.102,0.014,0.797689513220609
3637.71263,17.058,0.016,0.79800133536963
3638.64847,17.205,0.015,0.811069657803252
3638.6708,17.213,0.016,0.811381479952273
3638.71122,17.198,0.014,0.811945915745539
3638.74973,17.231,0.016,0.812483679783106
3639.68017,17.319,0.014,0.825476595158746
3639.71793,17.306,0.014,0.826003885993814
3639.74259,17.288,0.013,0.826348244891931
3640.65542,17.363,0.016,0.839095249472932
3640.68261,17.346,0.016,0.839474937974137
3640.70497,17.338,0.015,0.83978717905126
3640.72918,17.334,0.015,0.840125254027878
3641.64392,17.354,0.018,0.852898930364572
3641.65535,17.389,0.018,0.853058541970634
3641.67761,17.388,0.016,0.853369386620761
3641.71465,17.374,0.017,0.853886623181431
3643.71668,17.381,0.016,0.881843510642729
3643.73903,17.389,0.014,0.882155612077156
3644.65052,17.37,0.015,0.894883904536358
3644.69103,17.358,0.015,0.895449597113918
3644.71338,17.343,0.015,0.895761698548345
3644.73569,17.351,0.014,0.896073241411967
3646.63143,17.148,0.016,0.922545866615324
3646.65159,17.143,0.016,0.922827386298456
3646.66681,17.169,0.016,0.923039922487808
3646.67797,17.184,0.015,0.92319576374097
3646.70717,17.193,0.016,0.92360352042487
3650.63644,16.913,0.014,0.97847290759442
3650.6549,16.906,0.014,0.978730688018554
3650.67893,16.894,0.012,0.979066249426573
3650.70122,16.893,0.012,0.979377513004796
3651.65714,16.893,0.012,0.992726237979946
3651.68845,16.862,0.012,0.993163459273544
3651.71044,16.888,0.012,0.993470533570765
3651.72878,16.859,0.012,0.993726638282504
3652.64069,16.876,0.012,0.00646079573510908
3652.66348,16.87,0.012,0.00677904144833145
3652.69087,16.862,0.012,0.00716152280353477
